,chunkId,content,heading,originalLanguageChunk,StartPage,EndPage,originalLanguageHeading,ContentWordCount,pdfName,contentType,image,summary
| Farmers                                       |                |                      |                     |                       |
| training                                      |                |                      |                     |                       |
| Training                                      |                |                      |                     |                       |
| of project                                    | coverage       |                      |                     |                       |
| staff                                         |                |                      |                     |                       |
|                                               |                |                      |                     |                       |
|                                               |                |                      |                     |                       |
| Total                                         |                |                      |                     |                       |
| 7.                                            |                |                      |                     |                       |
|                                               |                |                      |                     |                       |
| Centre wise financial progress ( Rs. in Lakh) |                |                      |                     |                       |
| Allocation                                    | Release        | Expenditure  Balance | Centres             | Unspent               |
| Balance                                       |                |                      |                     |                       |
|                                               |                |                      |                     |                       |
|                                               |                |                      |                     |                       |
| Total                                         |                |                      |                     |                       |","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Annual Progress Report Of Opmas Under Cotton",,,,,129,input/md/english/NFSM12102018.pdf,para,,"The report includes success stories, monitoring reports, utilization certificates, and audited utilization certificates. It also provides data on field workers, data observation, and survey reports. The impact of OPMAS on yield, number of sprays, net profit, and cost of cultivation is also detailed. Additionally, the report covers extension activities such as newspaper/radio/video meetings, farmer training, and training of project staff. Finally, it presents the financial progress of the centers in terms of allocation, release, expenditure, balance, and unspent amounts."
465,712,"Quarterly/ Annual Progress Report  GOI  Achievements  till 31st March  Physical  Financial  Physical  Financial| Interventions    | Approved        | Unit        | Targets    | S.   |
|------------------|-----------------|-------------|------------|------|
| No               | Rate of         | Approved by |            |      |
| Assistance       |                 |             |            |      |
| Physical         | Financial       |             |            |      |
| Achievement for  |                 |             |            |      |
| quarter I/II/III |                 |             |            |      |
| 1                | 2               | 3           | 4          | 5    |
| 1                | FLD on ICM      | 8000/ha     | Ha         |      |
| 9000/ha          | Ha              |             |            |      |
| ELS cotton /     |                 |             |            |      |
| ELS cotton       |                 |             |            |      |
| seed             |                 |             |            |      |
| production       |                 |             |            |      |
| 8000/ha          | Ha              |             |            |      |
| Intercropping    |                 |             |            |      |
| 8000/ha          | Ha              |             |            |      |
| natural colour   |                 |             |            |      |
| cotton           |                 |             |            |      |
| 10000/ha         | Ha              |             |            |      |
| HDPS             |                 |             |            |      |
| Ha               |                 |             |            |      |
| or 50% of        |                 |             |            |      |
| the cost,        |                 |             |            |      |
| whichever        |                 |             |            |      |
| 6                | Distribution of |             |            |      |
| plant            |                 |             |            |      |
| protection       |                 |             |            |      |
| chemicals and    |                 |             |            |      |
| Bioagents        | is less         |             |            |      |
| Nos.             |                 |             |            |      |
| training         |                 |             |            |      |
| 7                | National level  |             |            |      |
| training         |                 |             |            |      |
| (25              |                 |             |            |      |
| participants x   |                 |             |            |      |
| 3 days)          |                 |             |            |      |
| Nos.             |                 |             |            |      |
| training         |                 |             |            |      |
| 8                | State level     |             |            |      |
| training         |                 |             |            |      |
| (20              |                 |             |            |      |
| participants x   |                 |             |            |      |
| 2 days)          |                 |             |            |      |
|                  |                 |             |            |      |
| Initiatives      |                 |             |            |      |
| (Activity to be  |                 |             |            |      |
| specified)       |                 |             |            |      |
|                  |                 |             |            |      |
| Financial        |                 |             |            |      |
|                  | Central Share   |             |            |      |
|                  | State Share     |             |            |      |","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Quarterly/ Annual Progress Report Of Nfsm-Cotton For Quarter/Year State: (Financial Rs In Lakhs)",,,,,111,input/md/english/NFSM12102018.pdf,para,,"The report outlines the physical and financial achievements of the National Food Security Mission for cotton till 31st March. It includes approved interventions, targets, and achievements for each quarter. The interventions include field demonstrations on Integrated Crop Management, seed production, intercropping, distribution of plant protection chemicals and bioagents, and national and state level training. The financial details of the central and state share are also provided."
466,713,"Interventions  Approved  Unit  Targets  Rate of  Approved by  S. No  Assistance  Physical Financial  Achievement for  quarter I/II/III  1  2  3  4  5  6  7  8  9  10  1 Production of  12000/qtl  Qtl.  Foundation Seed   2 Production of  5500/qtl  Qtl.  Certified Seed   3 FLD on  20000/ FLD  Nos.  alternate rett. Tech.   4 FLD on prod.  9000/ha  Ha  Tech./Intercrop ping   Kgs.  5  Distribution of certified seeds  Rs 100/kg  or 50% of  the cost,  whichever is  less  Rs  Nos.  6  Distribution of nail weeder  1000/machi ne or 50%  of the cost,  whichever is  less  Kgs.  Rs 25/kg or  50% of the  cost,  whichever is  7  Distribution of microbial consortium such as CRIJAF SONA  less  Nos.  80000/  training  8  National level training (25 participants x 3 days)  Nos.  40000/  training  9  State level training (20 participants x 2 days)  10  Local Initiatives (Activity to be specified)    Total Financial  Central Share  State Share  Quarterly/ Annual Progress Report  GOI  Achievements till  31st March  Physical  Financial  Physical  Financial","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Quarterly/ Annual Progress Report Of Nfsm-Jute & Allied Fibres Forquarter/Year State: (Financial Rs In Lakhs)",,,,,161,input/md/english/NFSM12102018.pdf,para,,"The National Food Security Mission-Commercial Crops (NFSM-CC) quarterly/annual progress report for NFSM-Jute & Allied Fibres includes various approved interventions and their targets, rates of assistance, and achievements for each quarter. These interventions cover production of foundation and certified seeds, field demonstrations, distribution of certified seeds and agricultural equipment, and training programs at national, state, and local levels. The report also details the total financial assistance, central and state shares, and the achievements till 31st March in terms of physical and financial progress."
467,715,"Quarterly/ Annual Progress Report  GOI  l  Achievement for  quarter I/II/III  Achievements  till 31st March  Physical  Financial  Physical  Financial| Interventions     | Approved       | Unit        | Targets    | S.   |
|-------------------|----------------|-------------|------------|------|
| No                | Rate of        | Approved by |            |      |
| Assistance        |                |             |            |      |
| Physical          | Financia       |             |            |      |
| 1                 | 2              | 3           | 4          | 5    |
| 1 Demonstration   | 9000/ha        | Ha          |            |      |
| on                |                |             |            |      |
| intercropping     |                |             |            |      |
| & single bud      |                |             |            |      |
| chip              |                |             |            |      |
| technology        |                |             |            |      |
| with              |                |             |            |      |
| Sugarcane         |                |             |            |      |
| 2 Assistance for  | 40000/ha       | Ha          |            |      |
| breeder Seed      |                |             |            |      |
| Prod.             |                |             |            |      |
| 3 Tissue culture  | Nos.           |             |            |      |
| plantlets         |                |             |            |      |
| Rs. 3.5/          |                |             |            |      |
| seedling          |                |             |            |      |
| 4 Distribution of | Ha             |             |            |      |
| or 50% of         |                |             |            |      |
| the cost,         |                |             |            |      |
| whichever         |                |             |            |      |
| plant             |                |             |            |      |
| protection        |                |             |            |      |
| chemicals and     |                |             |            |      |
| Bioagents         | is less        |             |            |      |
| Nos.              |                |             |            |      |
| training          |                |             |            |      |
| 5                 | National level |             |            |      |
| training          |                |             |            |      |
| (25               |                |             |            |      |
| participants x    |                |             |            |      |
| 2 days)           |                |             |            |      |
| Nos.              |                |             |            |      |
| training          |                |             |            |      |
| 6                 | State level    |             |            |      |
| training          |                |             |            |      |
| (20               |                |             |            |      |
| participants x    |                |             |            |      |
| 2 days)           |                |             |            |      |
|                   |                |             |            |      |
| Initiatives       |                |             |            |      |
| (Activity to be   |                |             |            |      |
| specified)        |                |             |            |      |
|                   |                |             |            |      |
| Financial         |                |             |            |      |
|                   | Central Share  |             |            |      |
|                   | State Share    |             |            |      |","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Quarterly/ Annual Progress Report Of Nfsm-Sugarcane Forquarter/Year State: (Financial Rs In Lakhs)",,,,,115,input/md/english/NFSM12102018.pdf,para,,"The report outlines the physical and financial achievements of the National Food Security Mission for sugarcane till 31st March. It includes interventions such as demonstration on intercropping and single bud chip technology with sugarcane, assistance for breeder seed production, tissue culture plantlets, distribution of plant protection chemicals and bioagents, and national and state level training programs. The financial details of the central and state share are also provided in the report."
468,716,"| Component                               | Unit cost (Rs.)                         | Implementing agency                       | S.                   |
|-----------------------------------------|-----------------------------------------|-------------------------------------------|----------------------|
| N                                       |                                         |                                           |                      |
| o                                       |                                         |                                           |                      |
| 1                                       | Insecticide Resistant                   |                                           |                      |
| Management (IRM)                        |                                         |                                           |                      |
| Project Mode                            | Central Institute of Cotton Research    |                                           |                      |
| (CICR), Nagpur/  Indian Council of      |                                         |                                           |                      |
| Agricultural Research (ICAR)/ State     |                                         |                                           |                      |
| Department of Agriculture (SDA)         |                                         |                                           |                      |
| Project Mode                            | National Centre for Integrated Pest     |                                           |                      |
| Management                              | (NCIPM),                                | New                                       | Delhi/               |
| ICAR/SDA                                |                                         |                                           |                      |
| 2                                       | Online Pest                             |                                           |                      |
| Monitoring and                          |                                         |                                           |                      |
| Advisory Services                       |                                         |                                           |                      |
| (OPMAS)                                 |                                         |                                           |                      |
| Front                                   | Line                                    | Rs.8000/ha                                | (Rs.                 |
|                                         | Demonstration  on                       |                                           |                      |
| Integrated                              | Crop                                    |                                           |                      |
| 7000 for inputs &                       |                                         |                                           |                      |
| Rs.                                     | 1000                                    | for                                       |                      |
| Management (ICM)                        | Contingency)                            |                                           |                      |
| State Department of Agriculture (SDA)/  |                                         |                                           |                      |
| Indian Council of Agricultural Research |                                         |                                           |                      |
| (ICAR)/ State Agriculture Universities  |                                         |                                           |                      |
| (SAUs)/ Krishi Vigyan Kendras (KVKs)    |                                         |                                           |                      |
| 4                                       | Front                                   | Line                                      | Rs.9000/ha           |
| Demonstration                           | on                                      | 8000 for inputs &                         |                      |
| Rs.                                     | 1000                                    | for                                       |                      |
| Contingency)                            |                                         |                                           |                      |
| State Department of Agriculture (SDA)/  |                                         |                                           |                      |
| Indian Council of Agricultural Research |                                         |                                           |                      |
| (ICAR)/ State Agriculture Universities  |                                         |                                           |                      |
| (SAUs)/ Krishi Vigyan Kendras (KVKs)    |                                         |                                           |                      |
| Desi and ELS cotton                     |                                         |                                           |                      |
| / ELS Cotton Seed                       |                                         |                                           |                      |
| Production.                             |                                         |                                           |                      |
| 5                                       | Front                                   | Line                                      | Rs.8000/ha           |
| Demonstration                           | on                                      |                                           |                      |
| Intercropping                           |                                         |                                           |                      |
| 7000 for inputs &                       |                                         |                                           |                      |
| Rs.                                     | 1000                                    | for                                       |                      |
| Contingency)                            |                                         |                                           |                      |
| State Department of Agriculture (SDA)/  |                                         |                                           |                      |
| Indian Council of Agricultural Research |                                         |                                           |                      |
| (ICAR)/ State Agriculture Universities  |                                         |                                           |                      |
| (SAUs)/ Krishi Vigyan Kendras (KVKs)    |                                         |                                           |                      |
| 6                                       | Front                                   | Line                                      | Rs.8000/ha           |
| Demonstration                           | on                                      |                                           |                      |
| Natural                                 | Colour                                  |                                           |                      |
| 7000 for inputs &                       |                                         |                                           |                      |
| Rs.                                     | 1000                                    | for                                       |                      |
| Cotton                                  | Contingency)                            |                                           |                      |
| State Department of Agriculture (SDA)/  |                                         |                                           |                      |
| Indian Council of Agricultural Research |                                         |                                           |                      |
| (ICAR)/ State Agriculture Universities  |                                         |                                           |                      |
| (SAUs)/ Krishi Vigyan Kendras (KVKs)    |                                         |                                           |                      |
| Rs.10000/ha                             | (Rs.                                    | 7                                         | Trials on High       |
| Density Planting                        |                                         |                                           |                      |
| System                                  |                                         |                                           |                      |
| 9000 for inputs &                       |                                         |                                           |                      |
| Rs.                                     | 1000                                    | for                                       |                      |
| Contingency)                            |                                         |                                           |                      |
| State Department of Agriculture (SDA)/  |                                         |                                           |                      |
| Indian Council of Agricultural Research |                                         |                                           |                      |
| (ICAR)/ State Agriculture Universities  |                                         |                                           |                      |
| (SAUs)/ Krishi Vigyan Kendras (KVKs)    |                                         |                                           |                      |
| Rs 500/ha or 50%                        |                                         |                                           |                      |
| of the cost,                            |                                         |                                           |                      |
| 8                                       | Distribution of plant                   |                                           |                      |
| protection chemicals                    |                                         |                                           |                      |
| and Bioagents                           | whichever is less                       |                                           |                      |
| State Department of Agriculture (SDA)/  |                                         |                                           |                      |
| Indian Council of Agricultural Research |                                         |                                           |                      |
| (ICAR)                                  |                                         |                                           |                      |
| 80000/ training                         | Indian Council of Agricultural Research |                                           |                      |
| (ICAR)/                                 | Directorate                             | of                                        | Cotton               |
| 9                                       | National level training                 |                                           |                      |
| (25 participants x 3                    |                                         |                                           |                      |
| days)                                   | Development (DOCD), Nagpur              |                                           |                      |
| 40000/ training                         | State Department of Agriculture (SDA)   | 10                                        | State level training |
| (20 participants x 2                    |                                         |                                           |                      |
| days)                                   |                                         |                                           |                      |
| 11                                      | Local Initiatives                       | As per the State Specific need limited to | 25%                  |
| allocation                              |                                         |                                           |                      |
| Need Based                              | Directorate                             | of                                        | Cotton               |
| &Electronic                             | Print                                   | (DOCD), Nagpur                            |                      |
| Media                                   |                                         |                                           |                      |","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Components And Pattern Of Assistance Under Nfsm- Commercial Crops 1. Cotton Based Cropping System",,,,,331,input/md/english/NFSM12102018.pdf,table,,"The National Food Security Mission for Commercial Crops includes various components and patterns of assistance for cotton-based cropping systems. These components involve insecticide resistant management, online pest monitoring and advisory services, front line demonstrations on integrated crop management, desi and ELS cotton/ELS cotton seed production, intercropping, natural colour cotton, and trials on high density planting system. The unit costs and implementing agencies for these components are specified, along with the allocation for distribution of plant protection chemicals and bioagents. Additionally, the mission includes national and state level training, as well as local initiatives based on state-specific needs limited to 25% allocation."
469,717,"| Component                  | Unit cost                   | Implementing agency                       | S.                      |
|----------------------------|-----------------------------|-------------------------------------------|-------------------------|
| No                         |                             |                                           |                         |
| 1                          | Seed production             |                                           | SDA/ NSC/ ICAR /CRIJAF/ |
|                            | Production of Foundation    | Rs.12000/qtl                              | SAUs / KVK              |
|                            | Seed                        | Rs.5500/qtl                               |                         |
| Production                 | of                          | Certified                                 |                         |
| Seed                       |                             |                                           |                         |
| 2                          | FLDs on alternate Retting   | Rs.                                       | 20000/FLD               |
| technologies               | 17000 for inputs & Rs.      |                                           |                         |
| 3000 for Contingency)      |                             |                                           |                         |
| 3                          | FLDs                        | on                                        | Production              |
| technologies               | for inputs & Rs. 1000       |                                           |                         |
| / Intercropping            | for contingency)            |                                           |                         |
| 4                          | National  level training    | Rs.80000/Training                         |                         |
| (25 Participants X 3 days) | SAUs/DOJD                   |                                           |                         |
| State level training       | Rs. 40000/Training          |                                           | SDA                     |
| (20 participants X 2 days) |                             |                                           |                         |
| 5                          | Distribution of certified   | Rs 100/kg or 50% of                       | SDA/ICAR/ NSC           |
| seeds                      | the cost, whichever is      |                                           |                         |
| less                       |                             |                                           |                         |
| 6                          | Distribution of nail weeder | Rs 1000/machine or                        | SDA/ICAR                |
| 50% of the cost,           |                             |                                           |                         |
| whichever is less          |                             |                                           |                         |
| 7                          | Distribution of microbial   | Rs 25/kg or 50% of the                    | SDA/ICAR                |
| consortium such as CRIJAF  | cost, whichever is less     |                                           |                         |
| SONA                       |                             |                                           |                         |
| 8                          | Local Initiatives           | As per the State Specific need limited to | 25%                     |
| allocation                 |                             |                                           |                         |
| 9                          | Contingencies &Electronic   | Need Based                                |                         |
| Print Media                |                             |                                           |                         |","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),2. Jute & Allied Fibres Based Cropping System",,,,,153,input/md/english/NFSM12102018.pdf,table,,"The National Food Security Mission for Commercial Crops (NFSM-CC) focuses on various components such as seed production, field demonstrations, training, and distribution of agricultural inputs. The unit costs for activities like seed production and field demonstrations are specified, along with the implementing agencies responsible for each activity. Training at national and state levels is allocated specific budgets and participant numbers. The distribution of certified seeds, nail weeders, and microbial consortiums is also included in the mission, with specified costs and responsible agencies. Additionally, there is an allocation for local initiatives and contingencies, as well as electronic and print media needs."
470,718,"| Sl.                        | Component                        | Unit cost                                 | Implementing agency     |
|----------------------------|----------------------------------|-------------------------------------------|-------------------------|
| No                         |                                  |                                           |                         |
| 1                          | Demonstration                    | on                                        | Rs.9000/ha (Rs. 8000    |
|                            | intercropping  & single bud      | for inputs & Rs. 1000                     |                         |
|                            | chip                             | technology                                | with                    |
| Sugarcane                  |                                  |                                           |                         |
| 2                          | Assistance for breeder Seed      | Rs.                                       | 40000/Ha                |
| Production                 | 34000 for inputs & Rs.           | Research Institute of central or          |                         |
| 6000 for Contingency)      |                                  | state Govt./SDA                           |                         |
| 3                          | Production/ Supply of            | Rs. 3.5/ seedling                         | SDA/ICAR/Sugarcane      |
| Tissue culture             | Research Institute of central or |                                           |                         |
| plantlets/Seedlings        | state Govt.                      |                                           |                         |
| 4                          | National level training          | 50000/ training                           | ICAR/IISR/SBI/UPCSR     |
| (25 participants x 2 days) | /DOSD                            |                                           |                         |
| State level training       | 40000/ training                  | SDA                                       |                         |
| (20 participants x 2 days) |                                  |                                           |                         |
| 5                          | Distribution of plant            | Rs 500/ha or 50% of                       | SDA/ICAR                |
| protection chemicals and   | the cost, whichever is           |                                           |                         |
| Bioagents                  | less                             |                                           |                         |
| 6                          | Local Initiatives                | As per the State Specific need limited to | 25%                     |
| allocation                 |                                  |                                           |                         |
| 7                          | Contingencies &Electronic        | Need Based                                |                         |
| Print Media                |                                  |                                           |                         |","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),3. Sugarcane Based Cropping System",,,,,131,input/md/english/NFSM12102018.pdf,table,,"The Sugarcane Based Cropping System under the National Food Security Mission-Commercial Crops includes various components such as demonstration, assistance for breeder seed production, tissue culture plantlets/seedlings, national and state level training, distribution of plant protection chemicals and bioagents, local initiatives allocation, and contingencies & electronic print media. The unit costs for these components range from Rs. 500 to Rs. 50,000 per training, and the implementing agencies include Research Institutes, State Governments, SDA, ICAR, Sugarcane Research Institute, and others. The activities involve intercropping, single bud chip technology, breeder seed production, supply of seedlings, and training at national and state levels. Additionally, there is provision for distribution of plant protection chemicals and bioagents, as well as local initiatives allocation and contingencies as per state-specific needs."
471,656,"1.1 Vegetable Oil Scenario: Domestic consumption of edible oils has increased  substantially over the years and has touched the level of more than 25.41 million tonnes in 2016-17 (Prov.), which is likely to increase further with enhancement in per capita income and population. The production of domestic edible oils (10.75 million tonnes in 2016-17 Prov.) has not been able to keep pace with the growth in consumption and the gap between production and consumption is being met through imports of 15.31 million tonnes with >Rs. 73048 crores (2016-17 Prov.).     1.2 Primary sources of vegetable oil:Nine oilseeds are the primary source of vegetable oils  in the country, which are largely grown under rainfed condition (70%) over an area of  about 26 million ha. Among these, soybean (34%), groundnut (27%), rapeseed & mustard (27%) contribute more than 88% of total oilseeds production and >80% of vegetable oils with major share of mustard (35%), soybean (23%) and groundnut (25%).","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Revamped Nfsm - Oilseeds & Oilpalm 1 Introduction",,,,,156,input/md/english/NFSM12102018.pdf,para,,"Domestic consumption of edible oils has surpassed 25.41 million tonnes in 2016-17, with a projected increase due to rising per capita income and population. However, the domestic production of edible oils (10.75 million tonnes in 2016-17) has not kept up with this demand, resulting in imports of 15.31 million tonnes. Nine oilseeds, primarily grown under rainfed conditions, serve as the main source of vegetable oils in the country, covering approximately 26 million hectares. Among these, soybean, groundnut, and rapeseed & mustard contribute over 88% of total oilseeds production and more than 80% of vegetable oils, with mustard, soybean, and groundnut holding the major shares."
472,656,"Primary  source are producing 7.31 million tonnes of oils (2016-17)    1.3 Secondary sources of vegetable oil: In addition to nine oilseeds, 3.45 million tonnes of  vegetable oil is being harnessed from secondary sources like cottonseed, rice bran, coconut, Tree Borne Oilseeds (TBOs) and Oil palm during 2016-17.     1.4 Oilseeds production scenario: The production and yield of oilseeds during 11th plan  was 28.93 million tonnes and 1082 kg/ha which is increased to 29.71 million tonnes and 1122 kg/ha respectively during 12th plan period. The year-wise area, production and productivity of oilseeds during last five years are given below.     Area, production and yield of oilseeds during last 05 years  (Area: million ha, Production: million tonnes Yield: Kg/ha)  Year  Area  Production  Yield  2012-13  26.48  30.94  1168  2013-14  28.05  32.75  1168  2014-15  25.60  27.51  1075  2015-16  26.09  25.25  968  2016-17  26.22  32.10  1225  26.49  29.71  1122  Average of 2012-17 (12th Plan)  26.75  28.93  1082  Average of 2007-12 (11th Plan)   It indicates an average increase of 4% in yield and 3% in production of oilseeds during  12th Plan Period over 11th Plan period.","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Revamped Nfsm - Oilseeds & Oilpalm 1 Introduction",,,,,178,input/md/english/NFSM12102018.pdf,para,,"The primary sources produced 7.31 million tonnes of oils in 2016-17, while secondary sources contributed 3.45 million tonnes of vegetable oil from sources like cottonseed, rice bran, coconut, Tree Borne Oilseeds (TBOs), and Oil palm. The production and yield of oilseeds increased from 28.93 million tonnes and 1082 kg/ha during the 11th plan to 29.71 million tonnes and 1122 kg/ha during the 12th plan. The area, production, and productivity of oilseeds over the last five years showed fluctuations, with an average increase of 4% in yield and 3% in production during the 12th Plan Period over the 11th Plan period."
473,656,"Madhya Pradesh, Rajasthan, Gujarat and Maharashtra are the major oilseed growing states which contribute 76% production and 72% area coverage in the country but the productivity is less as compared to world average and Front Line Demonstrations (FLDs) yield indicate further scope of improvement.  1.5 Scenario of Oil Palm Cultivation:Oil Palm is a highest vegetable oil yielding perennial  crop than that of other oil seed crops. With quality planting material, irrigation and proper management, oil palm could produce 20-25 ton Fresh Fruit Bunches (FFBs) and 4-5 tonnes palm oil per ha on attaining the age of 8-9 years in comparison to maximum of 1 tonne oil per ha from rape seed & mustard In addition, oil palm has advantage of long life span of about 30 years. A substantial portion of our requirement of edible oil is met through import of palm oil from Indonesia and Malaysia. Any disruption in the supply of palm oil from these countries may place India in a very odd condition. More than 70% of our total vegetable oil import is palm oil.    An area of 19.33 lakh hectares has been identified in 18 states of the country as suitable for oil palm cultivation.","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Revamped Nfsm - Oilseeds & Oilpalm 1 Introduction",,,,,199,input/md/english/NFSM12102018.pdf,para,,"The major oilseed growing states in India are Madhya Pradesh, Rajasthan, Gujarat, and Maharashtra, contributing 76% of production and 72% of area coverage. However, the productivity is lower compared to the world average, with potential for improvement indicated by Front Line Demonstrations (FLDs) yield. Oil Palm is a high-yielding perennial crop, capable of producing 20-25 tons of Fresh Fruit Bunches (FFBs) and 4-5 tons of palm oil per hectare. This is in contrast to the maximum of 1 ton of oil per hectare from rapeseed & mustard. India heavily relies on palm oil imports from Indonesia and Malaysia, with over 70% of the total vegetable oil import being palm oil. An area of 19.33 lakh hectares has been identified in 18 states of the country as suitable for oil palm cultivation, highlighting the potential for domestic production to meet the demand."
474,656,"Oil palm cultivation started during 1975-76 in India has shown good impact in terms of area coverage and yield of FFBs of oil palm. So far, an area of 3.00 lakh ha has been covered under oil palm through various programmes under erstwhile scheme NMOOP. The FFBs yields obtained by progressive farmers of Andhra Pradesh and Karnataka, under optimum cultural and irrigated conditions, are between 20 and 25 tonnes per ha from fourth year onwards. The highest yield of 30-35 tonnes FFB ha /yr during the seventh year was also recorded in Andhra Pradesh.    1.6 Tree Borne Oilseeds (TBOs):The extraction of oils from TBOs has been a long tradition  in India. The forest dwellers and tribal people have been extracting oils from TBOs for edible, medicinal and other uses. Sal, mahua, simarouba, kokum, olive and cheura are being used as a source of edible fat/ oil.  Besides, edible grade fat of sal, cheura, mango kernel and kokum are exported for confectionary purposes. In addition, karanja, jatropha, neem, jojoba, wild apricot, walnut and tung etc. are being used as a source of non-edible / industrial oil. The Contribution of TBOs in vegetable oil is about 1.50 lakh tonnes.","Part-Ii National Food Security Mission-Commercial Crops (Nfsm-Cc),Revamped Nfsm - Oilseeds & Oilpalm 1 Introduction",,,,,197,input/md/english/NFSM12102018.pdf,para,,"Oil palm cultivation in India has shown positive results in terms of area coverage and yield of Fresh Fruit Bunches (FFBs). Approximately 3.00 lakh hectares have been covered under oil palm cultivation through various programs. Progressive farmers in Andhra Pradesh and Karnataka have achieved FFB yields between 20 and 25 tonnes per hectare under optimal conditions, with the highest yield recorded at 30-35 tonnes per hectare. The extraction of oils from Tree Borne Oilseeds (TBOs) has been a long tradition in India, with various sources such as sal, mahua, simarouba, kokum, olive, and cheura being used for edible and medicinal purposes. Additionally, TBOs contribute approximately 1.50 lakh tonnes to the vegetable oil production in India."
