,chunkId,content,heading,StartPage,EndPage,ContentWordCount,pdfName,contentType,image,summary
1431,,,"Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,0,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1432,,Risk Factors  Unrealistic assumptions in baseline survey Quality of service Non participation from local people Lack of trust among various people in the community  Non availability of health and education services Lack of capital and Govt.,"Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,36,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1433,,"Support Non-availability of suitable market conditions Delays in getting working capital or non-availability  Lack of communitarian spirit  and willingness to save Lack of local entrepreneurs or capital for them Lack of understanding or trust on the market information to proceed for value addition Lack of understanding and trust on the integrated farming Lack of market or confidence for other economic activities  14 Converge Resources from the State  and Central Government schemes for an integrated and holistic development  How many schemes are converged, additional benefits derived and names of the members  who derived the  benefits  15 Withdrawal Process of the External  Champion  Development of local youth to take over PO functions  FPO Promotion and Development Process as indicated in the Policy and Process Guidelines for Farmer Producer Organisations published by Department of Agriculture and Cooperation, GoI is provided below.","Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,138,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1434,, Lack of networking skills / abilities to convince various Govt.,"Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,10,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1435,,departments / developmental agencies  Unwillingness of the external champion to withdraw or overdependence of PO on the POPI  Attachment 6 - References    1.,"Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1436,,"Manual for Producer Company, Volume I & II, ASA 2. Implementing Community Enterprise System for Sustainability of Agricultural  Communities - A Manual by Dr. Amar KJR Nayak  3.","Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,28,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1437,,Road Map for Farmer Producer Organisations for NABARD by Dr. Venkatesh Tagat 4.,"Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1438,,"Operational Guidelines of Equity Grant and Credit Guarantee Fund Scheme for  Farmer Producer Organisation - SFAC, New Delhi  5. Manual for Producer Organisation Development Fund, NABARD","Attachment 4: A Case Study On Transformation Of Farmers Clubs To Producer Organization In Bilaspur District, Chhattisgarh State,Risk Factors And Indicators /Measures For Verification In The Above Flow Chart",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1439,538.0,# (On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,,16,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1440,539.0,THIS MEMORANDUM OF AGREEMENT entered into on this the ___ day of ____ 2015.,(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,14,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1441,540.0,## Between,(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,2,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1442,541.0,"National Bank for Agriculture and Rural Development, is a body corporate established under an Act of Parliament, viz. the National Bank for Agriculture and Rural Development Act, 1981 and having its Head Office at C-24, G Block, Bandra-Kurla Complex, Bandra (East), Mumbai: 400 051  hereinafter referred to as ""**NABARD**"" (which expression shall, unless repugnant to the context or meaning thereof, include its successors and assigns).","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Between",,,65,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1443,542.0,## And,(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,2,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1444,543.0,"_____________ , a body corporate, society, partnership firm, Association, Non-Governmental Organisations/Trust/ etc.,  established/ incorporated/registered by/under __________ Act  and having its Registered Office/ headquarter at ________________________________________  hereinafter referred to as **Producer Organization Promoting Institution or ___________** ""  (which expression shall, unless repugnant to the context or meaning thereof, include its successors and assigns). (NABARD and Producer Organization Promoting Institution or ___________ hereinafter collectively referred as ""the parties"")","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,And",,,66,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1445,544.0,## Whereas,(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,2,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1446,,1.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1447,," NABARD, under Section 38 of NABARD Act, 1981, is authorised, inter-alias,  to provide facilities for training, dissemination of information and the promotion of research including  undertaking of studies, researches, techno-economic and other surveys in the field of rural banking, agriculture and rural development and to  provide financial assistance to any person engaged in agriculture and rural development activities.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,58,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1448,,2.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1449,," NABARD, with an objective of building and promotion of Farmer Producer Organisations had issued Operational Guidelines for implementation of ""Scheme for Promotion of Farmer Producer Organisations"" (hereinafter referred to ""**Operational guidelines**"").","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1450,,A copy of the guidelines is annexed as Annexure I herewith and to be read as part and parcel of this Agreement. 3.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1451,,"  ___________, is a ______ (company/society/partnership firm/ ___) registered under  _________ Act and identified as ""**Resource Support Agency**"" for capacity building and overall development of Farmers Producer Organizations (FPOs) 4.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1452,,"  ___________, is a ______ (company/society/partnership firm/ ___) registered under _________ Act is an institution engaged in promotion of farmer producer organisations and satisfy the eligibility conditions of ""Operational Guidelines"" for being a ""Producer Organization Promoting Institution"".","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,36,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1453,,"5.  ""____________"", vide its application dated _____ approached NABARD seeking  financial assistance for formation and nurturing of __ number of FPOs in ___ number of Districts in the State of _____.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1454,,6.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1455,,"NABARD in consultation with RSA has, vide its Sanction Letter No ______ dated ______  (hereinafter referred to as ""**Sanction Letter**""), identified ________________ as the Producer Organization Promoting Institution or POPI for the work of Promotion and nurturing of Farmers Producer Organizations (FPOs) for implementing the project for the following identified activities/  areas in the State of _________;","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,57,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1456,546.0,"| Name of District              | Area/ Block     | Major Activity    | Sr.    |
|-------------------------------|-----------------|-------------------|--------|
| No                            |                 |                   |        |
| No. of  FPOs to be formed and |                 |                   |        |
| promoted /promoted            |                 |                   |        |
|                               |                 |                   |        |
| Cluster                       |                 |                   |        |
|                               |                 |                   |        |
|                               |                 |                   |        |
|                               |                 |                   |        |","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,20,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,table,,
1457,547.0,A copy of the Sanction Letter is annexed as Annexure II herewith and to be read as part and parcel of this Agreement. 7.   The parties have decided to deduce the terms and conditions for grant of financial assistance being these presents: -,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Whereas",,,43,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1458,548.0,## I. Role Of Producer Organization Promoting Institutions (Popis) (A) Overall Requirement,(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,12,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1459,549.0,"The POPI will identify potential groups/ farmer clusters such as successful watersheds, wadi projects and their Federations, Farmers Clubs, Farmers' Cooperatives, Self Help Groups, Joint Liability Groups, Farmers Interest Groups or their federations, etc. and define appropriate geographies to form FPOs. As far as possible the interest groups which have already been financed by a bank branch, may be considered for federating into one FPO. Thereafter, the POPI will focus on social mobilisation, awareness creation and motivating them to form FPO. A baseline survey will be conducted by POPI for bench marking, Training Need Assessment of the producers, assessing infrastructure requirements, market intervention and other support facilities/linkages necessary for the success of FPO. This will be followed by designing and organising capacity building programmes, preparation of business development plan for the FPOs, establishment and registration under appropriate Act, facilitation in credit and market linkages and extending hand-holding support towards maturity for a minimum period of 03 years.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,I. Role Of Producer Organization Promoting Institutions (Popis) (A) Overall Requirement",,,157,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1460,550.0,## (B) Specific Role I.     Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall,(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,20,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1461,,perform such activities as mentioned in the Annexure to the Operational Guidelines.   ii.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1462,,    POPI will mobilize at least 50 farmer membership under each FPO initially required for  economy of scale as envisaged in the proposal for formation/ registration of Farmer Producers Organizations (FPOs).,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,30,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1463,,"POPI will facilitate gradually increasing the membership over 3 years period to an optimal size (say, 500-1000 members) required for sustaining the business of FPO.  iii.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1464,,"   POPI will select blocks and villages for FPO promotion in consultation with the local  administration, State Govt., NABARD Regional Office and RSA.  iv.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1465,,"    POPI will ensure that the FPO promotion work is undertaken within the broad objectives/  framework of the operational guidelines issued by NABARD/ process guidelines issued by the Ministry of Agriculture, Govt.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1466,,"of India.   v.     POPI will deploy experienced and qualified manpower for the said task, which may be  supervised and guided by a dedicated staff of POPI.  vi.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1467,,    All staff engaged during the project period will be contracted by POPI and will not have any  claim whatsoever on NABARD.  vii.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1468,,    POPI will ensure timely completion of all the activities with required quality deliverables  within the overall approved budget for each intervention.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1469,,"Where the assistance received from NABARD has not been utilized for the purposes, for which it was sanctioned/released and no satisfactory explanation is forthcoming, NABARD will recall the entire amount of grant at once along with applicable interest rate from the date of non-utilisation /misutilisation till the date of payment.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,50,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1470,, viii.     POPI will ensure that detailed stage-wise completion report is submitted along with each  release request.  ix.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,17,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1471,,"   Financial assistance will be released to FPO or POPI as it may relate, after completion of  each stage of activity as indicated in Annexures to NABARD Sanction Letter No.__________ dated _______________  x.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1472,,"    POPI will be required to submit a Utilization Certificate as per Annexure II, in respect of  funds released earlier, for processing of release proposal from second instalment onwards.  xi.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1473,,    POPI will maintain detailed account of expenditure of all approved items in respect of each  FPO separately and retain all original vouchers and receipts for verification by NABARD and RSA.  xii.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1474,,    POPI shall submit monthly progress report to NABARD Regional Office before 5th of the  succeeding month as per **Annexure III**  xiii.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1475,,"    POPI shall constitute a ""Project Monitoring Committee (PMC) consisting of  representative  of POPI, RSA, DDM **of** NABARD, Lead District Manager, ATMA, Agriculture department  and a Board member of FPO(to be promoted).","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1476,,"The PMC shall meet quarterly to review the progress, guide the project execution and make recommendation for release of grant to POPI/FPO.   xiv.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1477,,    POPI will submit all such information and data as required for the periodic monitoring of  the project by NABARD/its representatives.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,20,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1478,,POPI shall not publish the reports/research findings/results without a written permission from NABARD.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1479,,"Further, NABARD shall have the right to use the same for its internal use, training, publicity, etc., after duly acknowledging the source(s).  xv.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1480,,    POPI may undertake to document its experience during the course of implementation of  the project and submit to NABARD Regional Office for information/record.  xvi.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1481,,"    The assistance of NABARD shall be duly acknowledged by displaying suitable sign board  containing **""Project supported under NABARD assistance""** at the FPO Office and also while organising training programmes and printing of publicity/documentation material in respect of the project.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,39,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1482,, xvii.     POPI shall not sub-contract the work assigned to it to any other institution/entity.  xviii.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,15,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1483,,"    In the event of POPI availing assistance from any other agency for any activity of the same  project, NABARD's assistance will be reduced to that extent.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1484,,"Further, prior permission from NABARD is to be obtained for the same.  xix.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1485,,    POPI shall ensure registration of FPO in the relevant Act within 6 months from the date of  sanction of grant assistance.  xx.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1486,,    POPI shall explore convergence of interventions with the existing scheme of State/ Central  Govt./ other stakeholders and bring required synergy through effective coordination.  xxi.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1487,,"    POPI shall have to comply with any specific term and condition that NABARD may  prescribe apart from those stated above, as may be considered necessary.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,(B) Specific Role I. Popi Will Work Under The Overall Supervision And Guidance Of Nabard And Rsa And Shall",,,25,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1488,552.0,## Ii. Role Of Nabard,(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,,,5,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1489,,,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,0,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1490,,i.The overall cost of the project is Rs. ____________( Rupees  ______ only) for the promotion  and nurturing of _____ (no.) of FPOs. NABARD will release funds within the overall sanction as per the pattern of fund release and deliverables as agreed to (ref Annexure I & III of Sanction Letter).,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,50,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1491,, ii. NABARD will monitor the progress through specific returns.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,9,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1492,,It will have exclusive right to  inspect books of accounts of POPI/FPO and seek any information/ clarification relating to the status and progress of the FPO covered under the sanction.  iii.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1493,,NABARD through RSA will facilitate capacity building/ training of POPI to the extent  considered necessary.  iv.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,16,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1494,,"NABARD reserves the right to terminate this agreement at any stage if, the performance of  POPI fails to meet the key indicators of progress as listed above or in the event of financial irregularity / breach of trust.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,38,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1495,,    v. NABARD reserves its right to recall the grant in case of non-compliance of any of the terms  and conditions of sanction or this agreement or operational guidelines.  vi.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1496,,NABARD reserves its right to recall the financial assistance:  (a)  If it appears to NABARD that false or misleading information in any material particulars was given in the application for the financial assistance; Or   (b)   If the financial assistance is not utilized or mutualised for any purposes other than for which the financial assistance is granted.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,56,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1497,,"  (c)   If the _________/POPI has failed to comply with any of the terms of contract or arrangement with NABARD in the matter of loan or other financial assistance, including grants; Or   (d)   If for any reasons, it is necessary so to do, to protect the interests of the   NABARD.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,49,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1498,, 8.  This Memorandum of Agreement (MoA) will become effective immediately on the date of its signing.  9.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,17,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1499,," The parties shall use their best efforts to settle amicably all disputes arising out of or in connection with the MoA, or in respect of any defined legal relationship associated therewith or derived there-from.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1500,,"If the dispute has not resolved amicably within fifteen days (15 days) after one Party has served written notice on the other Party requesting the commencement of such discussions, either party may in writing demand that the dispute be finally settled by the arbitration in accordance with Arbitration and Conciliation Act, 1996.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,52,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1501,,"The sole arbitrator shall be appointed by NABARD in case of dispute raised by NABARD, from the panel of three persons nominated by POPI.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1502,,"Similarly, the sole arbitrator shall be appointed by POPI if dispute is raised by POPI  from the panel of three persons nominated by NABARD.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1503,,"The language of the Arbitration shall be English and the arbitrator shall be fluent in English. The arbitrator should be person of repute and integrity and place of arbitration shall be Mumbai.""   10.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,33,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1504,, NABARD shall have the right to enter into similar agreements with any other POPI/Institution.  11.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,15,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1505,,"  Any notice required to be given under this Agreement shall be served on the party at their respective address given below by hand delivery or by registered post :  For NABARD  For  POPI  In witness thereof the parties hereto have signed this MoA on the date, month and year first above mentioned against their respective signatures.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,56,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1506,554.0,"| Witness                                                                 |
|-------------------------------------------------------------------------|
| 1.                                                                   1. |
| 2.                                                                      |
| 2.                                                                      |
|                                                                         |","(On Stamp Paper Of Appropriate Value As Per The Respective State Law) Memorandum Of Agreement,Ii. Role Of Nabard",,,6,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,table,,
1507,555.0,# (On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1508,556.0,## Memorandum Of Understanding,(On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,4,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1509,557.0,THIS MEMORANDUM OF UNDERSTANDING entered into on this the ___ day of ____ 2015.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Memorandum Of Understanding",,,14,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1510,558.0,## Between,(On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,2,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
